step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
55,12183,55,0.03971139281979189,1.0,1.0,,,,,,,,,
56,12264,56,0.03778345262655058,1.0,1.0,,,,,,,,,
57,12313,57,0.03668542491854168,1.0,1.0,0.03702292248490266,1.0,1.0,,,,,,
58,12458,58,0.03501212325167014,1.0,1.0,,,,,,,,,
59,12491,59,0.05177290426567197,1.0,1.0,,,,,,,,,
60,12540,60,0.04156020064493835,1.0,1.0,,,,,,,,,
61,12941,61,0.03609923644715455,1.0,1.0,,,,,,,,,
62,13078,62,0.034735352500334986,1.0,1.0,,,,,,,,,
63,13631,63,0.026713358702636733,1.0,1.0,,,,,,,,,
64,15504,64,0.022634331053935048,1.0,1.0,,,,,,,,,
65,15633,65,0.03680967631384419,1.0,1.0,0.0333352329759671,1.0,1.0,,,,,,
66,15906,66,0.02774559883203919,1.0,1.0,,,,,,,,,
67,16027,67,0.0333852498253497,1.0,1.0,,,,,,,,,
68,16492,68,0.03365865743133452,1.0,1.0,,,,,,,,,
69,16757,69,0.02735451138923302,1.0,1.0,,,,,,,,,
70,17022,70,0.026069365443377828,1.0,1.0,,,,,,,,,
71,17447,71,0.0335153904411654,1.0,1.0,,,,,,,,,
72,17576,72,0.03405536265898263,1.0,1.0,,,,,,,,,
73,17737,73,0.03037635245922138,1.0,1.0,0.035393434834259094,1.0,1.0,,,,,,
74,17874,74,0.03101001390333027,1.0,1.0,,,,,,,,,
75,18035,75,0.026330199288151564,1.0,1.0,,,,,,,,,
76,18092,76,0.04173920839372191,1.0,1.0,,,,,,,,,
77,18637,77,0.03296396622549791,1.0,1.0,,,,,,,,,
78,18686,78,0.04354468529675311,1.0,1.0,,,,,,,,,
79,18799,79,0.032567716982999366,1.0,1.0,,,,,,,,,
80,19664,80,0.024631027320563385,1.0,1.0,,,,,,,,,
81,19953,81,0.03165689787513758,1.0,1.0,0.03281817233850644,1.0,1.0,,,,,,
82,20066,82,0.023878911511806107,1.0,1.0,,,,,,,,,
83,20171,83,0.029369706051545038,1.0,1.0,,,,,,,,,
84,20292,84,0.03258184500188023,1.0,1.0,,,,,,,,,
85,20645,85,0.02835289818554388,1.0,1.0,,,,,,,,,
86,20742,86,0.03393917974220434,1.0,1.0,,,,,,,,,
87,20871,87,0.032278379300623786,1.0,1.0,,,,,,,,,
88,21352,88,0.025723178455379334,1.0,1.0,,,,,,,,,
89,21505,89,0.03942693710851017,1.0,1.0,0.03554250980432179,1.0,1.0,,,,,,
90,21578,90,0.03272516843759351,1.0,1.0,,,,,,,,,
91,21715,91,0.022678631014432005,1.0,1.0,,,,,,,,,
92,22116,92,0.034502317996061176,1.0,1.0,,,,,,,,,
93,22173,93,0.032077222430296905,1.0,1.0,,,,,,,,,
94,22262,94,0.04129085384367499,1.0,1.0,,,,,,,,,
95,22359,95,0.02930248270369096,1.0,1.0,,,,,,,,,
96,22504,96,0.03965135066847627,1.0,1.0,,,,,,,,,
97,23713,97,0.01932216305110634,1.0,1.0,0.03228795203427106,1.0,1.0,,,,,,
98,24082,98,0.02661925085404223,1.0,1.0,,,,,,,,,
99,24187,99,0.03415301153293023,1.0,1.0,,,,,,,,,
100,24308,100,0.03273280757619068,1.0,1.0,,,,,,,,,
101,24381,101,0.03166194954447241,1.0,1.0,,,,,,,,,
102,24462,102,0.03747434595880622,1.0,1.0,,,,,,,,,
103,24799,103,0.025199726742381853,1.0,1.0,,,,,,,,,
104,24840,104,0.03224933628446888,1.0,1.0,,,,,,,,,
105,24905,105,0.021838881023613796,1.0,1.0,0.03009757326091737,1.0,1.0,,,,,,
106,25338,106,0.036414344568453355,1.0,1.0,,,,,,,,,
107,25691,107,0.0275989894673727,1.0,1.0,,,,,,,,,
108,25836,108,0.033998743297779584,1.0,1.0,,,,,,,,,
109,25885,109,0.02861363979007971,1.0,1.0,,,,,,,,,
110,25934,110,0.029518794597388476,1.0,1.0,,,,,,,,,
111,26055,111,0.026678205785069926,1.0,1.0,,,,,,,,,
112,26128,112,0.032722828311024285,1.0,1.0,,,,,,,,,
113,26289,113,0.03621010841517273,1.0,1.0,0.03270439086387562,1.0,1.0,,,,,,
114,26330,114,0.03826243919529953,1.0,1.0,,,,,,,,,
115,26483,115,0.027461466703197834,1.0,1.0,,,,,,,,,
116,27116,116,0.022672854755259816,1.0,1.0,,,,,,,,,
117,27749,117,0.03000924781431019,1.0,1.0,,,,,,,,,
118,28926,118,0.02663743616775612,1.0,1.0,,,,,,,,,
119,29503,119,0.030026840620212162,1.0,1.0,,,,,,,,,
120,29600,120,0.04301637196355538,1.0,1.0,,,,,,,,,
121,29697,121,0.03626187724342343,1.0,1.0,0.029717514756375747,1.0,1.0,,,,,,
122,29834,122,0.047800344165931596,1.0,1.0,,,,,,,,,
123,29955,123,0.03228606049823187,1.0,1.0,,,,,,,,,
124,30508,124,0.03233403047688599,1.0,1.0,,,,,,,,,
125,30749,125,0.026600725256445,1.0,1.0,,,,,,,,,
126,30862,126,0.03950913731507691,1.0,1.0,,,,,,,,,
127,30903,127,0.02567811661364976,1.0,1.0,,,,,,,,,
128,31024,128,0.026730824877233928,1.0,1.0,,,,,,,,,
129,31081,129,0.03419406193158855,1.0,1.0,0.03709485694661453,1.0,1.0,,,,,,
130,31330,130,0.030641724747265762,1.0,1.0,,,,,,,,,
131,31395,131,0.020947558692514575,1.0,1.0,,,,,,,,,
132,31484,132,0.033471745276103984,1.0,1.0,,,,,,,,,
133,31509,133,0.03916327115381136,1.0,1.0,,,,,,,,,
134,31582,134,0.045853083256450995,1.0,1.0,,,,,,,,,
135,31727,135,0.029541848400743524,1.0,1.0,,,,,,,,,
136,31768,136,0.049234058032961915,1.0,1.0,,,,,,,,,
137,31857,137,0.03744977587373632,1.0,1.0,0.036552072753183895,1.0,1.0,,,,,,
138,31946,138,0.03564843276364131,1.0,1.0,,,,,,,,,
139,32011,139,0.03410863761362634,1.0,1.0,,,,,,,,,
140,32196,140,0.04219347498865555,1.0,1.0,,,,,,,,,
141,32253,141,0.026257370336497846,1.0,1.0,,,,,,,,,
142,32374,142,0.024103540388964274,1.0,1.0,,,,,,,,,
143,32695,143,0.03026450058813498,1.0,1.0,,,,,,,,,
144,33328,144,0.03163295361039845,1.0,1.0,,,,,,,,,
145,34121,145,0.027636930815922712,1.0,1.0,0.02619658748546499,1.0,1.0,,,,,,
146,34266,146,0.04641878458162763,1.0,1.0,,,,,,,,,
147,34507,147,0.03250490328109784,1.0,1.0,,,,,,,,,
148,34564,148,0.02822030974510458,1.0,1.0,,,,,,,,,
149,34629,149,0.037393752374700856,1.0,1.0,,,,,,,,,
150,34678,150,0.024042305370773343,1.0,1.0,,,,,,,,,
151,34711,151,0.02077829279447542,1.0,1.0,,,,,,,,,
152,35056,152,0.03432713198647456,1.0,1.0,,,,,,,,,
153,35249,153,0.03725614352370636,1.0,1.0,0.044617791856092784,1.0,1.0,,,,,,
154,36418,154,0.029084794006008472,0.0,0.0,,,,,,,,,
155,36579,155,0.03311843905231217,1.0,1.0,,,,,,,,,
156,36972,156,0.027503256467568963,1.0,1.0,,,,,,,,,
157,37149,157,0.02569188817891286,1.0,1.0,,,,,,,,,
158,37206,158,0.028615819056968965,1.0,1.0,,,,,,,,,
159,37375,159,0.031003642468744402,1.0,1.0,,,,,,,,,
160,37584,160,0.03206885323002307,1.0,1.0,,,,,,,,,
161,37609,161,0.04538817744090921,1.0,1.0,0.03708549891628476,1.0,1.0,,,,,,
162,37674,162,0.03184927583904937,1.0,1.0,,,,,,,,,
163,38411,163,0.022812744031456847,1.0,1.0,,,,,,,,,
164,38684,164,0.024390141508878624,1.0,1.0,,,,,,,,,
165,38733,165,0.03559086554510031,1.0,1.0,,,,,,,,,
166,39334,166,0.020676557434324908,1.0,1.0,,,,,,,,,
167,39439,167,0.027718126472738313,1.0,1.0,,,,,,,,,
168,39728,168,0.025310156205378513,1.0,1.0,,,,,,,,,
169,39969,169,0.022853966271109433,1.0,1.0,0.031129366008650933,1.0,1.0,,,,,,
170,40186,170,0.02378508797827433,1.0,1.0,,,,,,,,,
171,40475,171,0.027005013899664743,1.0,1.0,,,,,,,,,
172,40532,172,0.04142514398785092,1.0,1.0,,,,,,,,,
173,40653,173,0.0344903373770018,1.0,1.0,,,,,,,,,
174,40694,174,0.029088644669216596,1.0,1.0,,,,,,,,,
175,40815,175,0.024955146378478576,1.0,1.0,,,,,,,,,
176,41200,176,0.027290652706045505,1.0,1.0,,,,,,,,,
177,41377,177,0.03497365179992234,1.0,1.0,0.02989016584743093,1.0,1.0,,,,,,
178,41834,178,0.0380330879823509,1.0,1.0,,,,,,,,,
179,42235,179,0.023964802674998013,1.0,1.0,,,,,,,,,
180,42764,180,0.028217636627548816,1.0,1.0,,,,,,,,,
181,43381,181,0.029522201493415053,1.0,1.0,,,,,,,,,
182,43430,182,0.0297110349805492,1.0,1.0,,,,,,,,,
183,43479,183,0.03425608042402018,1.0,1.0,,,,,,,,,
184,43544,184,0.028787121345503694,1.0,1.0,,,,,,,,,
185,43633,185,0.03325313559339107,1.0,1.0,0.033003611155498734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
186,43978,186,0.029395659326531366,1.0,1.0,,,,,,,,,
187,44035,187,0.02448952876621791,1.0,1.0,,,,,,,,,
188,44076,188,0.018098649124724038,1.0,1.0,,,,,,,,,
189,44253,189,0.031991779159897385,1.0,1.0,,,,,,,,,
190,44374,190,0.029463617279026952,1.0,1.0,,,,,,,,,
191,44647,191,0.021214658036364308,1.0,1.0,,,,,,,,,
192,45104,192,0.03673260018740078,1.0,1.0,,,,,,,,,
193,45193,193,0.03684497443146855,1.0,1.0,0.03408949618891041,1.0,1.0,,,,,,
194,45266,194,0.026341289012642745,1.0,1.0,,,,,,,,,
195,45451,195,0.03663664006302972,1.0,1.0,,,,,,,,,
196,45572,196,0.021759162207991723,1.0,1.0,,,,,,,,,
197,45725,197,0.03772760135869344,1.0,1.0,,,,,,,,,
198,46590,198,0.022977100790629736,1.0,1.0,,,,,,,,,
199,46831,199,0.03014368759193288,1.0,1.0,,,,,,,,,
200,47384,200,0.030647549453235206,1.0,1.0,,,,,,,,,
201,47737,201,0.02579068067363385,1.0,1.0,0.02813208723857981,1.0,1.0,,,,,,
202,48058,202,0.028102933141974065,1.0,1.0,,,,,,,,,
203,48155,203,0.02621722326032189,1.0,1.0,,,,,,,,,
204,48196,204,0.04459694402478636,1.0,1.0,,,,,,,,,
205,48325,205,0.03262467743336856,1.0,1.0,,,,,,,,,
206,48398,206,0.03726290442503038,1.0,1.0,,,,,,,,,
207,48455,207,0.031999910816832976,1.0,1.0,,,,,,,,,
208,48600,208,0.03573200280423609,1.0,1.0,,,,,,,,,
209,48729,209,0.03147966460430325,1.0,1.0,0.036644423452806746,1.0,1.0,,,,,,
210,48882,210,0.03387404640956542,1.0,1.0,,,,,,,,,
211,49347,211,0.030996610159521064,1.0,1.0,,,,,,,,,
212,49396,212,0.03947213797423198,1.0,1.0,,,,,,,,,
213,49797,213,0.03229721778384992,1.0,1.0,,,,,,,,,
214,49838,214,0.029947227631477294,1.0,1.0,,,,,,,,,
215,49943,215,0.03604966279268131,1.0,1.0,,,,,,,,,
216,50200,216,0.024695052183083703,1.0,1.0,,,,,,,,,
217,50249,217,0.021035519413371728,1.0,1.0,0.030922013224400455,1.0,1.0,,,,,,
218,50362,218,0.02104061554189164,1.0,1.0,,,,,,,,,
219,50563,219,0.03223047873589677,1.0,1.0,,,,,,,,,
220,51356,220,0.02622669102827106,1.0,1.0,,,,,,,,,
221,51469,221,0.030346726579643605,1.0,1.0,,,,,,,,,
222,51574,222,0.03005095867849797,1.0,1.0,,,,,,,,,
223,51623,223,0.029194553464622006,1.0,1.0,,,,,,,,,
224,51720,224,0.029383782169497864,1.0,1.0,,,,,,,,,
225,51793,225,0.025922434627662166,1.0,1.0,0.01950743243924646,1.0,1.0,,,,,,
226,51954,226,0.026686601538782273,1.0,1.0,,,,,,,,,
227,52059,227,0.02581869561304652,1.0,1.0,,,,,,,,,
228,52180,228,0.02839485370437615,1.0,1.0,,,,,,,,,
229,52813,229,0.02989696085864551,1.0,1.0,,,,,,,,,
230,52894,230,0.041550782159625675,1.0,1.0,,,,,,,,,
231,53007,231,0.029630597711761113,1.0,1.0,,,,,,,,,
232,53120,232,0.036211006781600844,1.0,1.0,,,,,,,,,
233,53473,233,0.03159008629895983,1.0,1.0,0.02875810918203085,1.0,1.0,,,,,,
234,53514,234,0.020271904146400635,1.0,1.0,,,,,,,,,
235,53859,235,0.03324991701213527,1.0,1.0,,,,,,,,,
236,53980,236,0.027106798375233967,1.0,1.0,,,,,,,,,
237,54277,237,0.028257366325533686,1.0,1.0,,,,,,,,,
238,54350,238,0.0294024704931265,1.0,1.0,,,,,,,,,
239,54895,239,0.03134771708759459,1.0,1.0,,,,,,,,,
240,55264,240,0.031444428236633105,1.0,1.0,,,,,,,,,
241,55425,241,0.02449610701582606,1.0,1.0,0.02943239637601437,1.0,1.0,,,,,,
242,55722,242,0.027580918367675133,1.0,1.0,,,,,,,,,
243,55851,243,0.03136836047548968,1.0,1.0,,,,,,,,,
244,56188,244,0.022852522254771766,1.0,1.0,,,,,,,,,
245,56589,245,0.03450380874013754,1.0,1.0,,,,,,,,,
246,57022,246,0.035378411387290615,1.0,1.0,,,,,,,,,
247,57047,247,0.02802840229366363,1.0,1.0,,,,,,,,,
248,57120,248,0.039087765758332456,1.0,1.0,,,,,,,,,
249,57633,249,0.023989731852093996,1.0,1.0,0.03327104078543646,1.0,1.0,,,,,,
250,57874,250,0.021099634595617922,1.0,1.0,,,,,,,,,
251,57899,251,0.03263290759747178,1.0,1.0,,,,,,,,,
252,58164,252,0.023553174476196686,1.0,1.0,,,,,,,,,
253,58317,253,0.024492094397738633,1.0,1.0,,,,,,,,,
254,58366,254,0.02818075096856167,1.0,1.0,,,,,,,,,
255,58431,255,0.025488198833816117,1.0,1.0,,,,,,,,,
256,58560,256,0.023810661309728406,1.0,1.0,,,,,,,,,
257,59729,257,0.027767349941406155,1.0,1.0,0.013196661520953057,1.0,1.0,,,,,,
258,61602,258,0.020862387847461503,1.0,1.0,,,,,,,,,
259,61955,259,0.0253102550949858,1.0,1.0,,,,,,,,,
260,62292,260,0.029608298071152173,1.0,1.0,,,,,,,,,
261,62437,261,0.030721715866833012,1.0,1.0,,,,,,,,,
262,63038,262,0.01926009400438467,1.0,1.0,,,,,,,,,
263,63391,263,0.024240685127232695,1.0,1.0,,,,,,,,,
264,63512,264,0.022068026705162384,1.0,1.0,,,,,,,,,
265,63545,265,0.016114872523312444,1.0,1.0,0.03660061789311334,1.0,1.0,,,,,,
266,63834,266,0.022632059935418735,1.0,1.0,,,,,,,,,
267,63875,267,0.03356215321692798,1.0,1.0,,,,,,,,,
268,64508,268,0.028299040563721935,1.0,1.0,,,,,,,,,
269,64669,269,0.0365521608944564,1.0,1.0,,,,,,,,,
270,64726,270,0.03247129490649968,1.0,1.0,,,,,,,,,
271,65015,271,0.030553601878170106,1.0,1.0,,,,,,,,,
272,65152,272,0.019651599495032313,1.0,1.0,,,,,,,,,
273,65769,273,0.03269071282267264,1.0,1.0,0.03861882161638992,1.0,1.0,,,,,,
274,65946,274,0.03274886756786703,1.0,1.0,,,,,,,,,
275,66003,275,0.020773381360066717,1.0,1.0,,,,,,,,,
276,66196,276,0.03650820525548927,1.0,1.0,,,,,,,,,
277,66341,277,0.026818906155515125,1.0,1.0,,,,,,,,,
278,66390,278,0.02001653710591502,1.0,1.0,,,,,,,,,
279,66423,279,0.022774008628684898,1.0,1.0,,,,,,,,,
280,66520,280,0.03447302987190899,1.0,1.0,,,,,,,,,
281,67097,281,0.029349514120686357,1.0,1.0,0.03177410400255212,1.0,1.0,,,,,,
282,67626,282,0.026033729029571656,1.0,1.0,,,,,,,,,
283,68363,283,0.02090571850791192,1.0,1.0,,,,,,,,,
284,68484,284,0.022040852544196847,1.0,1.0,,,,,,,,,
285,68573,285,0.02916575921578649,1.0,1.0,,,,,,,,,
286,68630,286,0.022851753986039645,1.0,1.0,,,,,,,,,
287,69023,287,0.02550475718348322,1.0,1.0,,,,,,,,,
288,69072,288,0.024327207805664178,1.0,1.0,,,,,,,,,
289,69217,289,0.035276572752444633,1.0,1.0,0.032541087318777494,1.0,1.0,,,,,,
290,69410,290,0.02398473778010915,1.0,1.0,,,,,,,,,
291,69619,291,0.030802137725637085,1.0,1.0,,,,,,,,,
292,69652,292,0.026504146791378393,1.0,1.0,,,,,,,,,
293,69717,293,0.030731785813081273,1.0,1.0,,,,,,,,,
294,69942,294,0.022552675182521076,1.0,1.0,,,,,,,,,
295,70111,295,0.027182439255628285,1.0,1.0,,,,,,,,,
296,71320,296,0.018041725124676368,1.0,1.0,,,,,,,,,
297,71497,297,0.02330499316765616,1.0,1.0,0.026915957245386528,1.0,1.0,,,,,,
298,72130,298,0.021343732949615103,1.0,1.0,,,,,,,,,
299,72371,299,0.025224996091563145,1.0,1.0,,,,,,,,,
300,72924,300,0.022257214918650573,1.0,1.0,,,,,,,,,
301,73061,301,0.04200976152471412,1.0,1.0,,,,,,,,,
302,73350,302,0.024352598033574396,1.0,1.0,,,,,,,,,
303,73415,303,0.016408179582890627,1.0,1.0,,,,,,,,,
304,73896,304,0.023745772750340392,1.0,1.0,,,,,,,,,
305,74105,305,0.02803404906227181,1.0,1.0,0.035414114767094926,1.0,1.0,,,,,,
306,74186,306,0.02622798728631506,1.0,1.0,,,,,,,,,
307,74291,307,0.031514066031284246,1.0,1.0,,,,,,,,,
308,74444,308,0.03548755133291419,1.0,1.0,,,,,,,,,
309,74501,309,0.020817100786618668,1.0,1.0,,,,,,,,,
310,74638,310,0.0279216230744404,1.0,1.0,,,,,,,,,
311,74759,311,0.028062146438229928,1.0,1.0,,,,,,,,,
312,74944,312,0.03926474341275815,1.0,1.0,,,,,,,,,
313,75217,313,0.019918840108354794,1.0,1.0,0.023773606761033725,1.0,1.0,,,,,,
314,75298,314,0.025283924894642953,1.0,1.0,,,,,,,,,
315,75443,315,0.035664298772700116,1.0,1.0,,,,,,,,,
316,75588,316,0.024981779825545797,1.0,1.0,,,,,,,,,
317,76013,317,0.031551420800051515,1.0,1.0,,,,,,,,,
318,76134,318,0.030709298356368285,1.0,1.0,,,,,,,,,
319,76295,319,0.027903337023062705,1.0,1.0,,,,,,,,,
320,76368,320,0.02576941306857811,1.0,1.0,,,,,,,,,
321,76409,321,0.02499907657370204,1.0,1.0,0.01406753860063691,1.0,1.0,,,,,,
322,76634,322,0.03182060657543973,1.0,1.0,,,,,,,,,
323,76763,323,0.029133881600434966,1.0,1.0,,,,,,,,,
324,77380,324,0.028477536917737297,1.0,1.0,,,,,,,,,
325,77501,325,0.02993261933404453,1.0,1.0,,,,,,,,,
326,77742,326,0.027146972576618283,1.0,1.0,,,,,,,,,
327,77959,327,0.03812972253649301,1.0,1.0,,,,,,,,,
328,78608,328,0.019899349512043214,1.0,1.0,,,,,,,,,
329,78673,329,0.0254554197082507,1.0,1.0,0.022827717747936547,1.0,1.0,,,,,,
330,78874,330,0.032719316834015626,1.0,1.0,,,,,,,,,
331,79379,331,0.03416632993254054,1.0,1.0,,,,,,,,,
332,79780,332,0.026577277643099476,1.0,1.0,,,,,,,,,
333,79901,333,0.0216826946546959,1.0,1.0,,,,,,,,,
334,80118,334,0.02102476626561712,1.0,1.0,,,,,,,,,
335,80327,335,0.027186044206738678,1.0,1.0,,,,,,,,,
336,80712,336,0.02511955346042697,1.0,1.0,,,,,,,,,
337,80809,337,0.028807726964670714,1.0,1.0,0.02759886543395551,1.0,1.0,,,,,,
338,81074,338,0.018980106031248202,1.0,1.0,,,,,,,,,
339,81091,339,0.03056404428292808,1.0,1.0,,,,,,,,,
340,81252,340,0.03310466812906816,1.0,1.0,,,,,,,,,
341,81357,341,0.022205985741454177,1.0,1.0,,,,,,,,,
342,81478,342,0.03447265128554621,1.0,1.0,,,,,,,,,
343,81527,343,0.022670212647763036,1.0,1.0,,,,,,,,,
344,81608,344,0.032996103252019564,1.0,1.0,,,,,,,,,
345,81817,345,0.03025553873390891,1.0,1.0,0.02127036655114022,1.0,1.0,,,,,,
346,82186,346,0.02368760314167107,1.0,1.0,,,,,,,,,
347,82283,347,0.02387623023327554,1.0,1.0,,,,,,,,,
348,82364,348,0.03312152093561235,1.0,1.0,,,,,,,,,
349,82421,349,0.027900091690555975,1.0,1.0,,,,,,,,,
350,82822,350,0.02086293369634418,1.0,1.0,,,,,,,,,
351,83999,351,0.0257917772746833,1.0,1.0,,,,,,,,,
352,84224,352,0.025218792558546605,1.0,1.0,,,,,,,,,
353,84313,353,0.03166407851148589,1.0,1.0,0.03129680456728059,1.0,1.0,,,,,,
354,84506,354,0.034754694566229316,1.0,1.0,,,,,,,,,
355,84547,355,0.03935374910109749,1.0,1.0,,,,,,,,,
356,84796,356,0.027890626125826525,1.0,1.0,,,,,,,,,
357,84861,357,0.013409195812565998,1.0,1.0,,,,,,,,,
358,85014,358,0.027776709221348266,1.0,1.0,,,,,,,,,
359,85287,359,0.033618503804851464,1.0,1.0,,,,,,,,,
360,85432,360,0.0416368437025489,1.0,1.0,,,,,,,,,
361,85569,361,0.02959411472466908,1.0,1.0,0.02902368481777718,1.0,1.0,,,,,,
362,86762,362,0.014215057547892625,1.0,1.0,,,,,,,,,
363,86803,363,0.013395214014897648,1.0,1.0,,,,,,,,,
364,86844,364,0.022778785526810685,1.0,1.0,,,,,,,,,
365,86941,365,0.018965006453378612,1.0,1.0,,,,,,,,,
366,87046,366,0.026034343784117835,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0
367,87415,367,0.02947344808904508,1.0,1.0,,,,,,,,,
368,87664,368,0.025755662169510085,1.0,1.0,,,,,,,,,
369,87809,369,0.021005653909087412,1.0,1.0,0.025835836260556397,1.0,1.0,,,,,,
370,88082,370,0.03175157189477913,1.0,1.0,,,,,,,,,
371,88107,371,0.016362616737442295,1.0,1.0,,,,,,,,,
372,88268,372,0.024463646792424697,1.0,1.0,,,,,,,,,
373,88357,373,0.0340511933193259,1.0,1.0,,,,,,,,,
374,88478,374,0.02516317210886094,1.0,1.0,,,,,,,,,
375,88623,375,0.026887757757866792,1.0,1.0,,,,,,,,,
376,89800,376,0.025222907051806572,1.0,1.0,,,,,,,,,
377,89921,377,0.026129640936918802,1.0,1.0,0.02910403016025906,1.0,1.0,,,,,,
378,90026,378,0.02224542884906651,1.0,1.0,,,,,,,,,
379,90075,379,0.020919601824498386,1.0,1.0,,,,,,,,,
380,90196,380,0.01830744169117194,1.0,1.0,,,,,,,,,
381,90365,381,0.023854176415864327,1.0,1.0,,,,,,,,,
382,90414,382,0.018372557818628746,1.0,1.0,,,,,,,,,
383,90535,383,0.0198685361217437,1.0,1.0,,,,,,,,,
384,90936,384,0.030894477595188072,1.0,1.0,,,,,,,,,
385,90993,385,0.025457664279082172,1.0,1.0,0.03347727818836574,1.0,1.0,,,,,,
386,91290,386,0.02572365323595256,1.0,1.0,,,,,,,,,
387,91363,387,0.03047106112937096,1.0,1.0,,,,,,,,,
388,91436,388,0.019982183954073963,1.0,1.0,,,,,,,,,
389,91493,389,0.014924668280657118,1.0,1.0,,,,,,,,,
390,91830,390,0.02751900439667484,1.0,1.0,,,,,,,,,
391,92007,391,0.03038499144075187,1.0,1.0,,,,,,,,,
392,92584,392,0.028177124765806083,1.0,1.0,,,,,,,,,
393,92633,393,0.022695335008259765,1.0,1.0,0.029704724250280812,1.0,1.0,,,,,,
394,92698,394,0.024891172001139807,1.0,1.0,,,,,,,,,
395,92843,395,0.03221936682940345,1.0,1.0,,,,,,,,,
