step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
47,29406,94,0.019487650982205344,1.0,1.0,,,,,,,,,
48,30320,96,0.025609206361450403,1.0,1.0,,,,,,,,,
49,30642,98,0.027672121718398557,1.0,1.0,0.039296443950806864,1.0,1.0,,,,,,
50,30852,100,0.021087040958440273,1.0,1.0,,,,,,,,,
51,31910,102,0.023726515992440193,1.0,1.0,,,,,,,,,
52,32488,104,0.03253635590293925,1.0,1.0,,,,,,,,,
53,32618,106,0.029303472065284955,1.0,1.0,,,,,,,,,
54,33068,108,0.028913697978478013,1.0,1.0,,,,,,,,,
55,33262,110,0.028835411206910064,1.0,1.0,,,,,,,,,
56,34192,112,0.02109788287117665,1.0,1.0,,,,,,,,,
57,34450,114,0.01888632574615997,1.0,1.0,0.022179775631190175,1.0,1.0,,,,,,
58,34836,116,0.02582860955576204,1.0,1.0,,,,,,,,,
59,35238,118,0.02399239661093252,1.0,1.0,,,,,,,,,
60,35576,120,0.024763765398453135,1.0,1.0,,,,,,,,,
61,36362,122,0.03653478341147965,1.0,1.0,,,,,,,,,
62,37596,124,0.03218311149245301,1.0,1.0,,,,,,,,,
63,37982,126,0.041230912808093004,1.0,1.0,,,,,,,,,
64,38400,128,0.03207381077985561,1.0,1.0,,,,,,,,,
65,38994,130,0.03006155944947111,1.0,1.0,0.04576836910310231,1.0,1.0,,,,,,
66,39380,132,0.019778269789834064,1.0,1.0,,,,,,,,,
67,39830,134,0.03836775175608117,1.0,1.0,,,,,,,,,
68,41304,136,0.015967877974838635,1.0,1.0,,,,,,,,,
69,44186,138,0.015635420801702087,1.0,1.0,,,,,,,,,
70,44732,140,0.027662113325626278,1.0,1.0,,,,,,,,,
71,45982,142,0.014742751903586395,1.0,1.0,,,,,,,,,
72,46880,144,0.027483069944423733,1.0,1.0,,,,,,,,,
73,47506,146,0.021691516708463796,1.0,1.0,0.035293099613961855,1.0,1.0,,,,,,
74,48468,148,0.02596992785345477,0.5,0.5,,,,,,,,,
75,50918,150,0.012094511556585214,1.0,1.0,,,,,,,,,
76,51368,152,0.02870469143735525,1.0,1.0,,,,,,,,,
77,51706,154,0.04080469396898047,1.0,1.0,,,,,,,,,
78,54348,156,0.014322049229690357,1.0,1.0,,,,,,,,,
79,55694,158,0.02898251054052924,1.0,1.0,,,,,,,,,
80,55968,160,0.022299809612655628,1.0,1.0,,,,,,,,,
81,57186,162,0.010996985787960245,1.0,1.0,0.05945441478428879,0.5,0.5,,,,,,
82,57764,164,0.023244394182038376,1.0,1.0,,,,,,,,,
83,58006,166,0.047898083089889645,0.5,0.5,,,,,,,,,
84,58248,168,0.0458724087177737,1.0,1.0,,,,,,,,,
85,59114,170,0.02240822752977962,1.0,1.0,,,,,,,,,
86,60300,172,0.025533335526325893,1.0,1.0,,,,,,,,,
87,60526,174,0.02040271409156308,1.0,1.0,,,,,,,,,
88,61120,176,0.02083010999260099,1.0,1.0,,,,,,,,,
89,61730,178,0.018430787530834148,1.0,1.0,0.026828025058846253,1.0,1.0,,,,,,
90,62820,180,0.027853907739919147,1.0,1.0,,,,,,,,,
91,62886,182,0.03225870258873329,1.0,1.0,,,,,,,,,
92,63320,184,0.023854959780329848,1.0,1.0,,,,,,,,,
93,63626,186,0.02340787172463407,1.0,1.0,,,,,,,,,
94,64300,188,0.02475886509654672,1.0,1.0,,,,,,,,,
95,65358,190,0.016034858747951866,1.0,1.0,,,,,,,,,
96,66704,192,0.01836691127537571,1.0,1.0,,,,,,,,,
97,67442,194,0.02563931849607046,1.0,1.0,0.017377626049439654,1.0,1.0,,,,,,
98,67684,196,0.03699384042365758,1.0,1.0,,,,,,,,,
99,67990,198,0.0380716243216892,1.0,1.0,,,,,,,,,
100,68216,200,0.029711703649457247,1.0,1.0,,,,,,,,,
101,69274,202,0.02430874287498007,1.0,1.0,,,,,,,,,
102,69532,204,0.022863130309806367,1.0,1.0,,,,,,,,,
103,70030,206,0.02981405492514774,1.0,1.0,,,,,,,,,
104,70720,208,0.037693730454536924,1.0,1.0,,,,,,,,,
105,71122,210,0.027214949096144126,1.0,1.0,0.026793905641354383,1.0,1.0,,,,,,
106,71620,212,0.03313484056916364,1.0,1.0,,,,,,,,,
107,71782,214,0.01801014974548889,1.0,1.0,,,,,,,,,
108,72648,216,0.019030331861468533,1.0,1.0,,,,,,,,,
109,72842,218,0.030348286444880152,1.0,1.0,,,,,,,,,
110,75772,220,0.01317051859298285,1.0,1.0,,,,,,,,,
111,77134,222,0.028067716176968592,1.0,1.0,,,,,,,,,
112,78304,224,0.018772892723444946,1.0,1.0,,,,,,,,,
113,79602,226,0.01817966070403197,1.0,1.0,0.03533871081887305,1.0,1.0,,,,,,
114,81364,228,0.016633001984429442,1.0,1.0,,,,,,,,,
115,83974,230,0.013539965343606923,1.0,1.0,,,,,,,,,
116,85896,232,0.02546329863542026,1.0,1.0,,,,,,,,,
117,86234,234,0.017651483412658615,1.0,1.0,,,,,,,,,
118,86956,236,0.01820828524710972,1.0,1.0,,,,,,,,,
119,87166,238,0.03154170641527274,1.0,1.0,,,,,,,,,
120,87776,240,0.016461659025611114,1.0,1.0,,,,,,,,,
121,88610,242,0.017090105189848465,1.0,1.0,0.023390811048927443,1.0,1.0,,,,,,
122,90852,244,0.01323817009853538,1.0,1.0,,,,,,,,,
123,91334,246,0.02882088686847904,1.0,1.0,,,,,,,,,
124,94040,248,0.022526167659381084,1.0,1.0,,,,,,,,,
125,94314,250,0.02439694709584942,1.0,1.0,,,,,,,,,
126,95004,252,0.020264820673397736,1.0,1.0,,,,,,,,,
127,95486,254,0.014170747853883465,1.0,1.0,,,,,,,,,
128,96544,256,0.017142156280137655,1.0,1.0,,,,,,,,,
129,96642,258,0.019333905596680172,1.0,1.0,0.032409175035269494,1.0,1.0,,,,,,
130,96740,260,0.04055107837380396,1.0,1.0,,,,,,,,,
131,97190,262,0.016896216789116677,1.0,1.0,,,,,,,,,
132,98072,264,0.021856955826223965,1.0,1.0,,,,,,,,,
133,98218,266,0.022396439180107943,1.0,1.0,,,,,,,,,
134,101628,268,0.032539255516387235,1.0,1.0,,,,,,,,,
135,101710,270,0.030998843519111686,1.0,1.0,,,,,,,,,
136,101920,272,0.022900904866641775,1.0,1.0,,,,,,,,,
137,103602,274,0.02031565060648332,1.0,1.0,0.013705841674433191,1.0,1.0,,,,,,
138,104084,276,0.017162944088998,1.0,1.0,,,,,,,,,
139,107062,278,0.04471641901407077,1.0,1.0,,,,,,,,,
140,108792,280,0.01189474804912098,1.0,1.0,,,,,,,,,
141,108954,282,0.01895889224190523,1.0,1.0,,,,,,,,,
142,109052,284,0.03529265461166991,1.0,1.0,,,,,,,,,
143,110126,286,0.025391180893610327,1.0,1.0,,,,,,,,,
144,111024,288,0.025510861301352505,1.0,1.0,,,,,,,,,
145,112882,290,0.013011044679726124,1.0,1.0,0.03669891669622593,1.0,1.0,,,,,,
146,114276,292,0.015172376581335493,1.0,1.0,,,,,,,,,
147,115334,294,0.02669038770369794,0.5,0.5,,,,,,,,,
148,115416,296,0.02949506861862028,1.0,1.0,,,,,,,,,
149,116026,298,0.02055410572786705,1.0,1.0,,,,,,,,,
150,116860,300,0.019736854374241723,1.0,1.0,,,,,,,,,
151,117630,302,0.022839398802373123,1.0,1.0,,,,,,,,,
152,118192,304,0.02062295298806514,1.0,1.0,,,,,,,,,
153,118546,306,0.03583158984619414,0.5,0.5,0.024327382694672318,1.0,1.0,,,,,,
154,118900,308,0.026079976073969276,1.0,1.0,,,,,,,,,
155,120214,310,0.013414176731929973,1.0,1.0,,,,,,,,,
156,121016,312,0.03377785709639319,1.0,1.0,,,,,,,,,
157,122730,314,0.017944106024623468,1.0,1.0,,,,,,,,,
158,123500,316,0.05040742024917715,1.0,1.0,,,,,,,,,
159,125774,318,0.011461039529545684,1.0,1.0,,,,,,,,,
160,126112,320,0.0269256707499742,1.0,1.0,,,,,,,,,
161,126642,322,0.03488138026109951,1.0,1.0,0.01845088247307128,1.0,1.0,,,,,,
162,128548,324,0.013169336092902705,1.0,1.0,,,,,,,,,
163,128742,326,0.024896463440903367,1.0,1.0,,,,,,,,,
164,130040,328,0.01729171702154653,1.0,1.0,,,,,,,,,
165,130154,330,0.02848305824692943,1.0,1.0,,,,,,,,,
166,132892,332,0.011896313957773968,1.0,1.0,,,,,,,,,
167,133742,334,0.019383903545389124,1.0,1.0,,,,,,,,,
168,133936,336,0.019532750404711505,1.0,1.0,,,,,,,,,
169,134370,338,0.02637687739290616,1.0,1.0,0.018912040307663327,1.0,1.0,,,,,,
170,134516,340,0.02506076988317849,1.0,1.0,,,,,,,,,
171,135878,342,0.017620690430103635,1.0,1.0,,,,,,,,,
172,136248,344,0.03430036838789934,1.0,1.0,,,,,,,,,
173,136602,346,0.020484043113263562,1.0,1.0,,,,,,,,,
174,136684,348,0.031978124200395544,1.0,1.0,,,,,,,,,
175,137262,350,0.022438003251963136,1.0,1.0,,,,,,,,,
176,137680,352,0.031185636982297114,1.0,1.0,,,,,,,,,
177,138450,354,0.018787314219132437,1.0,1.0,0.02006933745404812,1.0,1.0,,,,,,
178,138788,356,0.026940403253450183,1.0,1.0,,,,,,,,,
179,139094,358,0.030112599367409867,1.0,1.0,,,,,,,,,
180,140120,360,0.015596941196066434,1.0,1.0,,,,,,,,,
181,140826,362,0.02251085211032081,1.0,1.0,,,,,,,,,
182,141036,364,0.03253169844410317,1.0,1.0,,,,,,,,,
183,141134,366,0.014703150064019609,1.0,1.0,,,,,,,,,
184,142016,368,0.022558490154590514,1.0,1.0,,,,,,,,,
185,142690,370,0.020344237317012594,1.0,1.0,0.019995602440719434,1.0,1.0,,,,,,
186,146196,372,0.02139805947327821,1.0,1.0,,,,,,,,,
187,146982,374,0.03657134689830897,1.0,1.0,,,,,,,,,
188,147272,376,0.03028973601956068,1.0,1.0,,,,,,,,,
189,147466,378,0.036188580134479106,1.0,1.0,,,,,,,,,
190,148204,380,0.017581788430478255,1.0,1.0,,,,,,,,,
191,148798,382,0.03760209859789348,1.0,1.0,,,,,,,,,
192,149136,384,0.013917663535492987,1.0,1.0,,,,,,,,,
193,151042,386,0.019953910340029336,0.5,0.5,0.03968307484908499,1.0,1.0,,,,,,
194,151332,388,0.026441568379106883,1.0,1.0,,,,,,,,,
195,151558,390,0.025387172151595222,1.0,1.0,,,,,,,,,
196,152952,392,0.01639103997107788,1.0,1.0,,,,,,,,,
197,153306,394,0.02331380032068864,1.0,1.0,,,,,,,,,
198,154220,396,0.030469102566401635,1.0,1.0,,,,,,,,,
199,154494,398,0.02438687396004645,1.0,1.0,,,,,,,,,
200,154848,400,0.02739824083517967,1.0,1.0,,,,,,,,,
201,154930,402,0.0259092316479655,1.0,1.0,0.014483136968381782,1.0,1.0,,,,,,
202,155508,404,0.03126340207105689,0.5,0.5,,,,,,,,,
203,156534,406,0.015280845811328374,1.0,1.0,,,,,,,,,
204,156776,408,0.02564337297338837,1.0,1.0,,,,,,,,,
205,157594,410,0.024140696366207255,1.0,1.0,,,,,,,,,
206,158396,412,0.020287916000435505,1.0,1.0,,,,,,,,,
207,158958,414,0.028837287651594247,1.0,1.0,,,,,,,,,
208,159712,416,0.020047138218945174,1.0,1.0,,,,,,,,,
209,160258,418,0.012464552392342714,1.0,1.0,0.033813406246701254,1.0,1.0,,,,,,
210,161812,420,0.042682953632772774,1.0,1.0,,,,,,,,,
211,162102,422,0.0212341025912671,1.0,1.0,,,,,,,,,
212,162600,424,0.019344977047779197,1.0,1.0,,,,,,,,,
213,163962,426,0.018033125355201893,1.0,1.0,,,,,,,,,
214,164204,428,0.02011549594392515,1.0,1.0,,,,,,,,,
215,164446,430,0.029779819775102658,1.0,1.0,,,,,,,,,
216,165344,432,0.035497882554878804,1.0,1.0,,,,,,,,,
217,165954,434,0.02789998686620876,1.0,1.0,0.0211549400378679,1.0,1.0,,,,,,
218,167332,436,0.020061335010111158,1.0,1.0,,,,,,,,,
219,168774,438,0.029815203749959943,1.0,1.0,,,,,,,,,
220,169080,440,0.020134892651131896,1.0,1.0,,,,,,,,,
221,169978,442,0.022404511514383257,1.0,1.0,,,,,,,,,
222,170924,444,0.01453035471800546,1.0,1.0,,,,,,,,,
223,172574,446,0.021288205724971334,0.5,0.5,,,,,,,,,
224,173024,448,0.03542526360174244,1.0,1.0,,,,,,,,,
225,173442,450,0.026574408546307146,1.0,1.0,0.018957945890872775,1.0,1.0,,,,,,
226,173636,452,0.03025746189882436,1.0,1.0,,,,,,,,,
227,174726,454,0.01234543830178782,1.0,1.0,,,,,,,,,
228,175688,456,0.030209495450112926,1.0,1.0,,,,,,,,,
229,175866,458,0.030177871324148408,0.5,0.5,,,,,,,,,
230,177068,460,0.017961814347739465,1.0,1.0,,,,,,,,,
231,179902,462,0.01577499191836828,1.0,1.0,,,,,,,,,
232,180464,464,0.014498326777640095,1.0,1.0,,,,,,,,,
233,180690,466,0.022779019554660145,1.0,1.0,0.01774416371397799,0.5,0.5,,,,,,
234,181012,468,0.033869835463942524,0.5,0.5,,,,,,,,,
235,181350,470,0.008881344012209394,1.0,1.0,,,,,,,,,
236,181784,472,0.03052701933133027,1.0,1.0,,,,,,,,,
237,183370,474,0.01668865902478873,1.0,1.0,,,,,,,,,
238,183804,476,0.028255504867041693,1.0,1.0,,,,,,,,,
239,184574,478,0.020487346859470866,1.0,1.0,,,,,,,,,
240,184752,480,0.03467214336779183,1.0,1.0,,,,,,,,,
241,185010,482,0.032033442311151246,1.0,1.0,0.02006897133267745,1.0,1.0,,,,,,
242,185524,484,0.018967593358429454,1.0,1.0,,,,,,,,,
243,185814,486,0.033978924258970235,1.0,1.0,,,,,,,,,
244,186264,488,0.016162826565363924,1.0,1.0,,,,,,,,,
245,187034,490,0.027506214898451915,1.0,1.0,,,,,,,,,
246,187964,492,0.019630186669043,1.0,1.0,,,,,,,,,
247,188766,494,0.01884934512250188,1.0,1.0,,,,,,,,,
248,189536,496,0.016585821612319255,1.0,1.0,,,,,,,,,
249,189714,498,0.021940051799280227,1.0,1.0,0.023026530079812205,1.0,1.0,,,,,,
250,190836,500,0.023372578151079848,1.0,1.0,,,,,,,,,
251,191110,502,0.023670533056624865,1.0,1.0,,,,,,,,,
252,192376,504,0.01100577029692629,1.0,1.0,,,,,,,,,
253,192698,506,0.03727474746864755,1.0,1.0,,,,,,,,,
254,194492,508,0.013440730635460614,1.0,1.0,,,,,,,,,
255,194670,510,0.022408641969986178,1.0,1.0,,,,,,,,,
256,195680,512,0.012025969774243606,1.0,1.0,,,,,,,,,
257,196018,514,0.02200637326877248,1.0,1.0,0.040196649226192836,1.0,1.0,,,,,,
258,197796,516,0.015619886749723878,1.0,1.0,,,,,,,,,
259,198038,518,0.028711029783735895,1.0,1.0,,,,,,,,,
260,198328,520,0.04038151677914559,1.0,1.0,,,,,,,,,
261,199130,522,0.017750624149074426,1.0,1.0,,,,,,,,,
262,199564,524,0.028053076601730332,1.0,1.0,,,,,,,,,
263,199902,526,0.016700539171535984,1.0,1.0,,,,,,,,,
264,200656,528,0.012548645966167858,1.0,1.0,,,,,,,,,
265,200962,530,0.02621165838112766,1.0,1.0,0.02280445322151109,1.0,1.0,,,,,,
266,201332,532,0.01369729380106393,1.0,1.0,,,,,,,,,
267,201590,534,0.020126090235226,1.0,1.0,,,,,,,,,
268,202456,536,0.018204425204890882,1.0,1.0,,,,,,,,,
269,202810,538,0.03226648014999476,1.0,1.0,,,,,,,,,
270,203196,540,0.02494592510415942,1.0,1.0,,,,,,,,,
271,205566,542,0.015239065251135995,1.0,1.0,,,,,,,,,
272,206544,544,0.016904912931155706,1.0,1.0,,,,,,,,,
273,206882,546,0.02930541523357771,1.0,1.0,0.013650802237942924,1.0,1.0,,,,,,
274,207092,548,0.023055485972825914,1.0,1.0,,,,,,,,,
275,207430,550,0.024600177665713437,1.0,1.0,,,,,,,,,
276,208936,552,0.03195013254442403,1.0,1.0,,,,,,,,,
277,210538,554,0.019904892979232324,1.0,1.0,,,,,,,,,
278,211612,556,0.015799519587989336,1.0,1.0,,,,,,,,,
279,211886,558,0.02325455790430972,1.0,1.0,,,,,,,,,
280,212112,560,0.03143462873899287,1.0,1.0,,,,,,,,,
281,212354,562,0.031094580090447677,1.0,1.0,0.016692888711881314,1.0,1.0,,,,,,
282,214772,564,0.020597123166720157,1.0,1.0,,,,,,,,,
283,215622,566,0.02317443830707456,1.0,1.0,,,,,,,,,
284,216168,568,0.016522989029834956,1.0,1.0,,,,,,,,,
285,216250,570,0.023389070051227465,1.0,1.0,,,,,,,,,
286,216348,572,0.016792360736482503,1.0,1.0,,,,,,,,,
287,217214,574,0.020119617384949065,1.0,1.0,,,,,,,,,
288,218336,576,0.013915212851578613,1.0,1.0,,,,,,,,,
289,218770,578,0.021660685190135056,1.0,1.0,0.015993787487161425,1.0,1.0,,,,,,
290,219156,580,0.02677627285866947,1.0,1.0,,,,,,,,,
291,219670,582,0.017364833577543592,1.0,1.0,,,,,,,,,
292,219976,584,0.02041313758310839,1.0,1.0,,,,,,,,,
293,220410,586,0.02068540298872567,1.0,1.0,,,,,,,,,
294,220732,588,0.016060792573970504,1.0,1.0,,,,,,,,,
295,221102,590,0.029246591269071046,1.0,1.0,,,,,,,,,
296,221856,592,0.021764379679721932,1.0,1.0,,,,,,,,,
297,223570,594,0.02573879136239913,1.0,1.0,0.0193457285079755,1.0,1.0,,,,,,
298,223924,596,0.016009656256025087,1.0,1.0,,,,,,,,,
299,224166,598,0.0400261321211348,1.0,1.0,,,,,,,,,
300,224472,600,0.02735472054545665,1.0,1.0,,,,,,,,,
301,224986,602,0.023727115862667462,1.0,1.0,,,,,,,,,
302,225292,604,0.03174182685248525,1.0,1.0,,,,,,,,,
303,225790,606,0.02394468842359798,1.0,1.0,,,,,,,,,
304,226032,608,0.027291907264396897,1.0,1.0,,,,,,,,,
305,226722,610,0.017066227751065102,1.0,1.0,0.02271126878898375,1.0,1.0,,,,,,
306,226836,612,0.027268131841764055,1.0,1.0,,,,,,,,,
307,227030,614,0.021320232025764194,1.0,1.0,,,,,,,,,
308,227256,616,0.022305227065025975,1.0,1.0,,,,,,,,,
309,227658,618,0.017641779483250138,1.0,1.0,,,,,,,,,
310,229148,620,0.012066199146033943,1.0,1.0,,,,,,,,,
311,229294,622,0.03021842133442963,1.0,1.0,,,,,,,,,
312,229424,624,0.029582089534510973,1.0,1.0,,,,,,,,,
313,229618,626,0.01691079919151131,1.0,1.0,0.014868866944729234,1.0,1.0,,,,,,
314,230228,628,0.03065544444591787,1.0,1.0,,,,,,,,,
315,230422,630,0.02010996436152709,1.0,1.0,,,,,,,,,
316,230648,632,0.03638301729564514,1.0,1.0,,,,,,,,,
317,231114,634,0.02577929326787351,1.0,1.0,,,,,,,,,
318,231388,636,0.023779296724737563,1.0,1.0,,,,,,,,,
319,231566,638,0.028618823052596453,1.0,1.0,,,,,,,,,
320,231792,640,0.031557590417773354,1.0,1.0,,,,,,,,,
321,232018,642,0.027638687038562308,1.0,1.0,0.0359459742120104,1.0,1.0,,,,,,
322,232340,644,0.016554201827147154,1.0,1.0,,,,,,,,,
323,233670,646,0.011551370193123784,1.0,1.0,,,,,,,,,
324,235080,648,0.0198325107419523,0.5,0.5,,,,,,,,,
325,235482,650,0.03480114761242184,1.0,1.0,,,,,,,,,
326,235852,652,0.0143784234737525,1.0,1.0,,,,,,,,,
327,235982,654,0.03000662928942347,1.0,1.0,,,,,,,,,
328,236560,656,0.022740299985208472,1.0,1.0,,,,,,,,,
329,237858,658,0.012564886851510264,1.0,1.0,0.022896539274014485,1.0,1.0,,,,,,
330,237972,660,0.02097854055907322,1.0,1.0,,,,,,,,,
331,238534,662,0.026872843354101082,1.0,1.0,,,,,,,,,
332,239768,664,0.02085184209665102,1.0,1.0,,,,,,,,,
333,240058,666,0.03181738232432281,1.0,1.0,,,,,,,,,
334,240556,668,0.016929000198034345,1.0,1.0,,,,,,,,,
335,240782,670,0.012760797113810441,1.0,1.0,,,,,,,,,
336,241024,672,0.01667518083848381,1.0,1.0,,,,,,,,,
337,241634,674,0.028279872215239806,1.0,1.0,0.03275360632400676,1.0,1.0,,,,,,
338,241844,676,0.0328111262031472,1.0,1.0,,,,,,,,,
339,242502,678,0.025827816013673933,1.0,1.0,,,,,,,,,
340,243272,680,0.027163297632204153,1.0,1.0,,,,,,,,,
341,243578,682,0.01912489828499857,1.0,1.0,,,,,,,,,
342,243900,684,0.0345204179079617,1.0,1.0,,,,,,,,,
343,246734,686,0.031613844899789294,1.0,1.0,,,,,,,,,
344,247168,688,0.022213419935398333,1.0,1.0,,,,,,,,,
345,247410,690,0.024981311589139712,1.0,1.0,0.03284361225562861,1.0,1.0,,,,,,
346,247924,692,0.016504987259213948,1.0,1.0,,,,,,,,,
347,248246,694,0.023722502213770043,1.0,1.0,,,,,,,,,
348,249112,696,0.029897848738509206,1.0,1.0,,,,,,,,,
349,249354,698,0.025759006134071873,1.0,1.0,,,,,,,,,
350,250316,700,0.017435856494553873,1.0,1.0,,,,,,,,,
351,250622,702,0.019986944819792442,1.0,1.0,,,,,,,,,
352,251344,704,0.02323110544617202,1.0,1.0,,,,,,,,,
353,252162,706,0.021987702436657604,1.0,1.0,0.018867801325133368,1.0,1.0,,,,,,
354,253940,708,0.021887722969340734,1.0,1.0,,,,,,,,,
355,254294,710,0.03230656866463671,1.0,1.0,,,,,,,,,
356,255576,712,0.011874000567618254,1.0,1.0,,,,,,,,,
357,256314,714,0.015934807489661754,1.0,1.0,,,,,,,,,
358,256492,716,0.024825873451274513,1.0,1.0,,,,,,,,,
359,257758,718,0.012890760035495446,1.0,1.0,,,,,,,,,
360,259072,720,0.013429372340436691,1.0,1.0,,,,,,,,,
361,259970,722,0.02141081445979507,1.0,1.0,0.028988058480381555,1.0,1.0,,,,,,
362,260244,724,0.017718200713737614,1.0,1.0,,,,,,,,,
363,260390,726,0.023612454953287298,1.0,1.0,,,,,,,,,
364,261064,728,0.02379015645972779,1.0,1.0,,,,,,,,,
365,261578,730,0.020251813190758482,1.0,1.0,,,,,,,,,
366,262156,732,0.020947069095943665,1.0,1.0,,,,,,,,,
367,262334,734,0.038556179443422094,1.0,1.0,,,,,,,,,
368,264128,736,0.01827465500520678,1.0,1.0,,,,,,,,,
369,264578,738,0.022720205169439234,1.0,1.0,0.017235266265119332,1.0,1.0,,,,,,
370,264900,740,0.026154591520658306,1.0,1.0,,,,,,,,,
371,266854,742,0.016828386766102144,1.0,1.0,,,,,,,,,
372,267288,744,0.02417724125449114,1.0,1.0,,,,,,,,,
373,267386,746,0.031121788022669152,1.0,1.0,,,,,,,,,
374,267500,748,0.018124591856101883,1.0,1.0,,,,,,,,,
375,267758,750,0.02583340975822955,1.0,1.0,,,,,,,,,
376,269216,752,0.018202334135650117,1.0,1.0,,,,,,,,,
377,271202,754,0.022930035743385865,1.0,1.0,0.015106240338903974,1.0,1.0,,,,,,
378,271892,756,0.028515370583251372,1.0,1.0,,,,,,,,,
379,272294,758,0.021110623364169988,1.0,1.0,,,,,,,,,
380,274712,760,0.011603360827038271,1.0,1.0,,,,,,,,,
381,275450,762,0.011740395301615142,1.0,1.0,,,,,,,,,
382,275644,764,0.023758395300671965,1.0,1.0,,,,,,,,,
383,276094,766,0.024686203820157845,1.0,1.0,,,,,,,,,
384,276240,768,0.024794707281460736,1.0,1.0,,,,,,,,,
385,276786,770,0.0346734605166477,1.0,1.0,0.014694966083553224,1.0,1.0,,,,,,
386,278180,772,0.010966385649100668,1.0,1.0,,,,,,,,,
387,278262,774,0.014539947663684872,1.0,1.0,,,,,,,,,
388,278840,776,0.018213007574984823,1.0,1.0,,,,,,,,,
389,279226,778,0.024199340887301826,1.0,1.0,,,,,,,,,
390,279484,780,0.020608760555498977,1.0,1.0,,,,,,,,,
391,280286,782,0.023693225992990823,1.0,1.0,,,,,,,,,
392,283184,784,0.028873351954922244,1.0,1.0,,,,,,,,,
393,283250,786,0.02312984500922085,1.0,1.0,0.02942181427289194,1.0,1.0,,,,,,
394,286132,788,0.013514125896720266,1.0,1.0,,,,,,,,,
395,286886,790,0.01814122925338518,1.0,1.0,,,,,,,,,
396,287336,792,0.018460283024048427,1.0,1.0,,,,,,,,,
