step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
132,322544,528,0.020906689308356586,1.0,1.0,,,,,,,,,
133,323668,532,0.017401092260631683,1.0,1.0,,,,,,,,,
134,327768,536,0.012691484698479112,1.0,1.0,,,,,,,,,
135,332412,540,0.009654514433482274,1.0,1.0,,,,,,,,,
136,335200,544,0.013124157887718564,1.0,1.0,,,,,,,,,
137,337348,548,0.015201213198886546,1.0,1.0,0.013541655310425834,1.0,1.0,,,,,,
138,338952,552,0.0245555326491547,1.0,1.0,,,,,,,,,
139,339852,556,0.02407570660084782,1.0,1.0,,,,,,,,,
140,341776,560,0.01432007353584039,1.0,1.0,,,,,,,,,
141,342356,564,0.022327033570028965,1.0,1.0,,,,,,,,,
142,343256,568,0.01453046024753665,1.0,1.0,,,,,,,,,
143,346300,572,0.015180812407822151,0.75,0.75,,,,,,,,,
144,349376,576,0.008308403528808449,1.0,1.0,,,,,,,,,
145,352836,580,0.01579978628161632,1.0,1.0,0.017705331469054196,1.0,1.0,,,,,,
146,356456,584,0.011307842701064894,1.0,1.0,,,,,,,,,
147,358508,588,0.015009797187405735,1.0,1.0,,,,,,,,,
148,359216,592,0.015542012430090095,1.0,1.0,,,,,,,,,
149,367060,596,0.011200072985746884,1.0,1.0,,,,,,,,,
150,367608,600,0.014661182779312668,1.0,1.0,,,,,,,,,
151,371676,604,0.009959826585065303,1.0,1.0,,,,,,,,,
152,372640,608,0.020646114203998082,1.0,1.0,,,,,,,,,
153,373444,612,0.026002608234364653,1.0,1.0,0.01315185805455827,1.0,1.0,,,,,,
154,377032,616,0.011870241680121131,1.0,1.0,,,,,,,,,
155,377804,620,0.01772633259522877,1.0,1.0,,,,,,,,,
156,378608,624,0.025932826055663733,1.0,1.0,,,,,,,,,
157,381300,628,0.012830939072051517,1.0,1.0,,,,,,,,,
158,382616,632,0.0229922083811723,1.0,1.0,,,,,,,,,
159,385692,636,0.012025553642524991,1.0,1.0,,,,,,,,,
160,387008,640,0.013103064311984637,1.0,1.0,,,,,,,,,
161,388676,644,0.014184232335261412,1.0,1.0,0.012335806273940639,1.0,1.0,,,,,,
162,396776,648,0.011345300852920135,1.0,1.0,,,,,,,,,
163,398412,652,0.01152802853536904,1.0,1.0,,,,,,,,,
164,399504,656,0.01326335269600313,1.0,1.0,,,,,,,,,
165,402132,660,0.0169157463298042,1.0,1.0,,,,,,,,,
166,407032,664,0.014084678524367749,1.0,1.0,,,,,,,,,
167,409660,668,0.014690311397431323,1.0,1.0,,,,,,,,,
168,411392,672,0.012165763591811153,1.0,1.0,,,,,,,,,
169,417348,676,0.01642823941487215,1.0,1.0,0.020331629551423425,1.0,1.0,,,,,,
170,418408,680,0.019602394845207635,1.0,1.0,,,,,,,,,
171,420140,684,0.010481532998266116,1.0,1.0,,,,,,,,,
172,423024,688,0.011988469817417455,1.0,1.0,,,,,,,,,
173,423924,692,0.019983217761227776,1.0,1.0,,,,,,,,,
174,425816,696,0.013751910994625331,1.0,1.0,,,,,,,,,
175,428828,700,0.012807637012326723,0.75,0.75,,,,,,,,,
176,429184,704,0.021173232537063418,1.0,1.0,,,,,,,,,
177,430180,708,0.02018777461358369,1.0,1.0,0.010691641556857007,1.0,1.0,,,,,,
178,431112,712,0.016701485723453657,1.0,1.0,,,,,,,,,
179,432044,716,0.02221781595158024,1.0,1.0,,,,,,,,,
180,436848,720,0.010127484049834615,1.0,1.0,,,,,,,,,
181,437908,724,0.013473689555592736,1.0,1.0,,,,,,,,,
182,439320,728,0.012549825662128766,1.0,1.0,,,,,,,,,
183,441244,732,0.011880608514756301,1.0,1.0,,,,,,,,,
184,444384,736,0.019140880051059992,1.0,1.0,,,,,,,,,
185,447172,740,0.014311045583417047,1.0,1.0,0.018519318867620312,1.0,1.0,,,,,,
186,448744,744,0.022443268620381485,1.0,1.0,,,,,,,,,
187,450732,748,0.02022765169785498,1.0,1.0,,,,,,,,,
188,458864,752,0.01665573661679992,1.0,1.0,,,,,,,,,
189,461492,756,0.014439994484569238,1.0,1.0,,,,,,,,,
190,462552,760,0.012631622039272672,1.0,1.0,,,,,,,,,
191,465276,764,0.009732449437031407,1.0,1.0,,,,,,,,,
192,465824,768,0.02367789931030222,1.0,1.0,,,,,,,,,
193,469860,772,0.012330071284616566,1.0,1.0,0.014496939581801824,1.0,1.0,,,,,,
194,474600,776,0.007933185513564292,1.0,1.0,,,,,,,,,
195,477676,780,0.013618785847044207,1.0,1.0,,,,,,,,,
196,479024,784,0.014640773755305647,1.0,1.0,,,,,,,,,
197,480916,788,0.018991532893567066,1.0,1.0,,,,,,,,,
198,483640,792,0.008243913323602081,1.0,1.0,,,,,,,,,
199,486076,796,0.009483999728908633,1.0,1.0,,,,,,,,,
200,492192,800,0.012967292060205821,1.0,1.0,,,,,,,,,
201,493956,804,0.012551929218502041,1.0,1.0,0.007360510928044939,1.0,1.0,,,,,,
202,497384,808,0.01225045394671062,1.0,1.0,,,,,,,,,
203,502348,812,0.011225940876014386,1.0,1.0,,,,,,,,,
204,504112,816,0.014950465346507123,1.0,1.0,,,,,,,,,
205,505332,820,0.0185080644794096,1.0,1.0,,,,,,,,,
206,507288,824,0.014427365944955063,1.0,1.0,,,,,,,,,
207,508092,828,0.015623490410109025,1.0,1.0,,,,,,,,,
208,510336,832,0.018516584005009693,1.0,1.0,,,,,,,,,
209,512132,836,0.017141648959565308,1.0,1.0,0.018450615436709224,1.0,1.0,,,,,,
210,514408,840,0.011387821770260662,1.0,1.0,,,,,,,,,
211,519436,844,0.006263200317921994,1.0,1.0,,,,,,,,,
212,520944,848,0.010241801968658598,1.0,1.0,,,,,,,,,
213,527316,852,0.017541968034500505,1.0,1.0,,,,,,,,,
214,531384,856,0.01917720675931723,1.0,1.0,,,,,,,,,
215,533884,860,0.01222753068201719,1.0,1.0,,,,,,,,,
216,536672,864,0.010947679410526557,1.0,1.0,,,,,,,,,
217,538244,868,0.02391181065662007,1.0,1.0,0.015377356086229609,1.0,1.0,,,,,,
218,539464,872,0.017317892497077544,1.0,1.0,,,,,,,,,
219,543372,876,0.013033139588112587,1.0,1.0,,,,,,,,,
220,544464,880,0.016195008289991826,1.0,1.0,,,,,,,,,
221,547252,884,0.01121930871502741,1.0,1.0,,,,,,,,,
222,549912,888,0.02218682904151866,1.0,1.0,,,,,,,,,
223,557948,892,0.0111720500815672,1.0,1.0,,,,,,,,,
224,559488,896,0.010002373789617847,1.0,1.0,,,,,,,,,
225,562660,900,0.008810444524076652,1.0,1.0,0.01597351994898777,1.0,1.0,,,,,,
226,565064,904,0.008512228925815057,1.0,1.0,,,,,,,,,
227,567980,908,0.01563594228816032,1.0,1.0,,,,,,,,,
228,576048,912,0.008648537926499647,1.0,1.0,,,,,,,,,
229,577364,916,0.018387842014328616,1.0,1.0,,,,,,,,,
230,583512,920,0.008958724423731879,1.0,1.0,,,,,,,,,
231,585468,924,0.014997305125734297,1.0,1.0,,,,,,,,,
232,585792,928,0.02664837091367474,1.0,1.0,,,,,,,,,
233,586564,932,0.020463274913748986,1.0,1.0,0.02387739083040944,1.0,1.0,,,,,,
234,588648,936,0.00901874392638505,1.0,1.0,,,,,,,,,
235,589804,940,0.016961549233537345,1.0,1.0,,,,,,,,,
236,593040,944,0.013292585373452211,1.0,1.0,,,,,,,,,
237,595092,948,0.016697264079507192,1.0,1.0,,,,,,,,,
238,597720,952,0.006212224150418992,1.0,1.0,,,,,,,,,
239,603708,956,0.01416093429792194,0.75,0.75,,,,,,,,,
240,607968,960,0.017403297930664675,1.0,1.0,,,,,,,,,
241,608996,964,0.018075098549640598,1.0,1.0,0.02091045903262849,1.0,1.0,,,,,,
242,609960,968,0.010989133401123733,1.0,1.0,,,,,,,,,
243,611084,972,0.016273084796803554,1.0,1.0,,,,,,,,,
244,614448,976,0.023991431651158183,0.75,0.75,,,,,,,,,
245,615284,980,0.02607320521582971,1.0,1.0,,,,,,,,,
246,616248,984,0.012847824126478601,1.0,1.0,,,,,,,,,
247,617244,988,0.026902655597367993,1.0,1.0,,,,,,,,,
248,617696,992,0.024725119918849386,1.0,1.0,,,,,,,,,
249,620100,996,0.014667027183312925,1.0,1.0,0.015533279447274763,1.0,1.0,,,,,,
250,622760,1000,0.012666987961372068,1.0,1.0,,,,,,,,,
251,628396,1004,0.01916705242572342,1.0,1.0,,,,,,,,,
252,633840,1008,0.010984752029321405,1.0,1.0,,,,,,,,,
253,637108,1012,0.013486217385561548,1.0,1.0,,,,,,,,,
254,637880,1016,0.021180524102644257,1.0,1.0,,,,,,,,,
255,639612,1020,0.01283681712183053,1.0,1.0,,,,,,,,,
256,640992,1024,0.016067616557517827,1.0,1.0,,,,,,,,,
257,641732,1028,0.016746822848476572,1.0,1.0,0.008037020145665472,1.0,1.0,,,,,,
258,642472,1032,0.021522810922613437,1.0,1.0,,,,,,,,,
259,644652,1036,0.013786851994483365,1.0,1.0,,,,,,,,,
260,648688,1040,0.008662759811003735,1.0,1.0,,,,,,,,,
261,654452,1044,0.014969692034638589,1.0,1.0,,,,,,,,,
262,658520,1048,0.01566443544666965,1.0,1.0,,,,,,,,,
263,661084,1052,0.012807919799096595,1.0,1.0,,,,,,,,,
264,662592,1056,0.010166435531591076,1.0,1.0,,,,,,,,,
265,667300,1060,0.008754832435640092,1.0,1.0,0.014167359750357204,1.0,1.0,,,,,,
266,667816,1064,0.02459404131296461,1.0,1.0,,,,,,,,,
267,668620,1068,0.019440633515689597,1.0,1.0,,,,,,,,,
268,672912,1072,0.012716828560545984,1.0,1.0,,,,,,,,,
269,673492,1076,0.018981972428297966,1.0,1.0,,,,,,,,,
270,673784,1080,0.022846701252637068,1.0,1.0,,,,,,,,,
271,675612,1084,0.008541670477003683,1.0,1.0,,,,,,,,,
272,676064,1088,0.019770971602146685,1.0,1.0,,,,,,,,,
273,676420,1092,0.019289577909378967,1.0,1.0,0.010130269194478127,1.0,1.0,,,,,,
274,677736,1096,0.015727046516134283,1.0,1.0,,,,,,,,,
275,681452,1100,0.010170293313734736,1.0,1.0,,,,,,,,,
276,683280,1104,0.013881396961932729,1.0,1.0,,,,,,,,,
277,683956,1108,0.010046109605818315,1.0,1.0,,,,,,,,,
278,687832,1112,0.02055740034834747,1.0,1.0,,,,,,,,,
279,691516,1116,0.010527654108856702,1.0,1.0,,,,,,,,,
280,693152,1120,0.015285637915407789,1.0,1.0,,,,,,,,,
281,694532,1124,0.016790759070402807,1.0,1.0,0.014832332085444034,1.0,1.0,,,,,,
282,696744,1128,0.015671274182565826,1.0,1.0,,,,,,,,,
283,698636,1132,0.01200087168607039,1.0,1.0,,,,,,,,,
284,699472,1136,0.0214884810343055,1.0,1.0,,,,,,,,,
285,700660,1140,0.013881271036450961,1.0,1.0,,,,,,,,,
286,702680,1144,0.0152584729031218,1.0,1.0,,,,,,,,,
287,704156,1148,0.013901953343036233,1.0,1.0,,,,,,,,,
288,704896,1152,0.018391104859101247,1.0,1.0,,,,,,,,,
289,706468,1156,0.014144564964114233,1.0,1.0,0.008083654528996748,1.0,1.0,,,,,,
290,709224,1160,0.01796108170578004,1.0,1.0,,,,,,,,,
291,711116,1164,0.011190950724398735,1.0,1.0,,,,,,,,,
292,714320,1168,0.01461992974020248,1.0,1.0,,,,,,,,,
293,714836,1172,0.02734889673616465,1.0,1.0,,,,,,,,,
294,715224,1176,0.01898761368795704,1.0,1.0,,,,,,,,,
295,715868,1180,0.0299444466584813,1.0,1.0,,,,,,,,,
296,717408,1184,0.018411790540052316,1.0,1.0,,,,,,,,,
297,723428,1188,0.0061597753852867245,1.0,1.0,0.022519878373109783,1.0,1.0,,,,,,
298,724904,1192,0.0170585535355314,1.0,1.0,,,,,,,,,
299,728204,1196,0.012007249288854037,1.0,1.0,,,,,,,,,
300,729552,1200,0.019463312499800482,1.0,1.0,,,,,,,,,
301,732532,1204,0.010781780703855626,1.0,1.0,,,,,,,,,
302,733752,1208,0.015737007481489637,1.0,1.0,,,,,,,,,
303,737372,1212,0.014829665232064254,1.0,1.0,,,,,,,,,
304,740736,1216,0.014275837106865204,1.0,1.0,,,,,,,,,
305,742276,1220,0.012433358204916518,1.0,1.0,0.011058862011171056,1.0,1.0,,,,,,
306,743432,1224,0.012445616753363519,1.0,1.0,,,,,,,,,
307,746092,1228,0.012544690501362756,1.0,1.0,,,,,,,,,
308,746992,1232,0.0154462399061161,1.0,1.0,,,,,,,,,
309,749364,1236,0.012402768978261126,1.0,1.0,,,,,,,,,
310,755896,1240,0.014134450055965527,1.0,1.0,,,,,,,,,
311,758204,1244,0.012369420025954618,1.0,1.0,,,,,,,,,
312,759008,1248,0.02644845902568409,1.0,1.0,,,,,,,,,
313,759780,1252,0.020436767903566137,1.0,1.0,0.01701734360596991,1.0,1.0,,,,,,
314,762888,1256,0.009963478329414324,1.0,1.0,,,,,,,,,
315,764172,1260,0.023629954564213195,1.0,1.0,,,,,,,,,
316,767600,1264,0.015865883837931267,1.0,1.0,,,,,,,,,
317,772404,1268,0.009549332242869855,1.0,1.0,,,,,,,,,
318,775448,1272,0.012146702324738487,1.0,1.0,,,,,,,,,
319,779644,1276,0.00943774728763942,1.0,1.0,,,,,,,,,
320,780192,1280,0.018291555099917922,1.0,1.0,,,,,,,,,
321,781860,1284,0.015212630064586875,1.0,1.0,0.014426067208698578,1.0,1.0,,,,,,
322,784232,1288,0.011626429762912826,1.0,1.0,,,,,,,,,
323,785676,1292,0.016675992932165574,1.0,1.0,,,,,,,,,
324,788176,1296,0.010986942189168363,1.0,1.0,,,,,,,,,
325,790228,1300,0.01068584643294315,1.0,1.0,,,,,,,,,
326,792664,1304,0.015072015271355035,1.0,1.0,,,,,,,,,
327,794012,1308,0.02012776939951106,1.0,1.0,,,,,,,,,
328,800608,1312,0.005492659720177734,1.0,1.0,,,,,,,,,
329,802372,1316,0.01759404634329696,1.0,1.0,0.022821392168245486,1.0,1.0,,,,,,
330,805128,1320,0.009514967692374962,1.0,1.0,,,,,,,,,
331,807244,1324,0.011316337800864487,1.0,1.0,,,,,,,,,
332,810224,1328,0.015672414462941806,1.0,1.0,,,,,,,,,
333,815444,1332,0.010776949686867241,1.0,1.0,,,,,,,,,
334,822072,1336,0.014533738199488716,1.0,1.0,,,,,,,,,
335,823612,1340,0.020750331721342122,1.0,1.0,,,,,,,,,
336,826240,1344,0.017475640245930613,1.0,1.0,,,,,,,,,
337,826468,1348,0.02271913023711266,1.0,1.0,0.009671220942606999,1.0,1.0,,,,,,
338,826888,1352,0.020573217258741155,1.0,1.0,,,,,,,,,
339,829612,1356,0.011909974039932368,1.0,1.0,,,,,,,,,
340,833136,1360,0.019282644595183012,1.0,1.0,,,,,,,,,
341,835924,1364,0.01717552758075077,1.0,1.0,,,,,,,,,
342,839640,1368,0.010578299260568852,1.0,1.0,,,,,,,,,
343,841820,1372,0.019984072762479623,1.0,1.0,,,,,,,,,
344,844032,1376,0.008783064699973774,1.0,1.0,,,,,,,,,
345,844580,1380,0.00897546923507889,1.0,1.0,0.00819147831467688,1.0,1.0,,,,,,
346,846536,1384,0.010646958590515548,1.0,1.0,,,,,,,,,
347,849260,1388,0.011646760497935026,1.0,1.0,,,,,,,,,
348,852592,1392,0.01558400330427024,1.0,1.0,,,,,,,,,
349,854612,1396,0.01644465209593837,1.0,1.0,,,,,,,,,
350,855544,1400,0.015707365652754497,1.0,1.0,,,,,,,,,
351,858364,1404,0.014438257028718109,1.0,1.0,,,,,,,,,
352,861856,1408,0.014458701326241202,1.0,1.0,,,,,,,,,
353,862756,1412,0.017421147175041778,1.0,1.0,0.012120792999211136,1.0,1.0,,,,,,
354,867496,1416,0.011500131966551363,1.0,1.0,,,,,,,,,
355,874860,1420,0.017081724693206544,1.0,1.0,,,,,,,,,
356,879376,1424,0.009065750091518715,1.0,1.0,,,,,,,,,
357,880372,1428,0.021588094511882826,1.0,1.0,,,,,,,,,
358,881080,1432,0.01989880738169709,1.0,1.0,,,,,,,,,
359,884732,1436,0.010411208840617447,1.0,1.0,,,,,,,,,
360,886720,1440,0.023625088822578955,1.0,1.0,,,,,,,,,
361,894852,1444,0.008936738117907237,1.0,1.0,0.028490890295616886,1.0,1.0,,,,,,
362,897512,1448,0.013565276351184794,1.0,1.0,,,,,,,,,
363,899340,1452,0.018433215174806814,1.0,1.0,,,,,,,,,
364,900304,1456,0.023439144274075754,1.0,1.0,,,,,,,,,
365,903316,1460,0.015403521396656104,1.0,1.0,,,,,,,,,
366,904312,1464,0.015933136159098336,1.0,1.0,,,,,,,,,
367,906076,1468,0.014824726860311537,1.0,1.0,,,,,,,,,
368,906720,1472,0.021913239091271068,1.0,1.0,,,,,,,,,
369,907716,1476,0.01940493207576167,1.0,1.0,0.0237299382033655,1.0,1.0,,,,,,
370,909448,1480,0.012090311532453588,1.0,1.0,,,,,,,,,
371,911340,1484,0.020243155438701622,1.0,1.0,,,,,,,,,
372,916912,1488,0.009994045408965988,1.0,1.0,,,,,,,,,
373,923732,1492,0.011716316460641425,1.0,1.0,,,,,,,,,
374,924312,1496,0.026173437446696243,1.0,1.0,,,,,,,,,
375,932220,1500,0.0084735834255963,1.0,1.0,,,,,,,,,
376,933504,1504,0.02442570123662966,1.0,1.0,,,,,,,,,
377,938948,1508,0.009572585843696248,1.0,1.0,0.014437850423517392,1.0,1.0,,,,,,
378,941288,1512,0.016339856481188644,1.0,1.0,,,,,,,,,
379,943276,1516,0.019494367461875627,1.0,1.0,,,,,,,,,
380,947600,1520,0.010008064770967563,1.0,1.0,,,,,,,,,
381,948308,1524,0.028265800280875265,1.0,1.0,,,,,,,,,
382,950104,1528,0.014803375641500976,1.0,1.0,,,,,,,,,
383,951196,1532,0.029375331947557527,1.0,1.0,,,,,,,,,
384,953408,1536,0.011920703728992638,1.0,1.0,,,,,,,,,
385,957764,1540,0.011766025897460756,1.0,1.0,0.008851104739950157,1.0,1.0,,,,,,
386,958312,1544,0.015670635964983283,1.0,1.0,,,,,,,,,
387,959500,1548,0.010799772921108609,1.0,1.0,,,,,,,,,
388,963664,1552,0.0118756952988819,1.0,1.0,,,,,,,,,
389,964404,1556,0.024720123387976002,1.0,1.0,,,,,,,,,
390,966968,1560,0.00766403624958199,1.0,1.0,,,,,,,,,
391,968508,1564,0.01579834976100242,1.0,1.0,,,,,,,,,
392,974400,1568,0.008965974678005684,1.0,1.0,,,,,,,,,
