text,is_phishing
"Subject: Record Update

This is an urgent request to update your employment record at the U.S Department of Labor.

Update 

 1/18/2016 
U.S Dept. of Labor
Frances Perkins Building,
200 Constitution Ave., NW,
Washington, DC 20210
records@dol.gov

NB",1
"Subject: Important Update

As we prepare to start the 2016 Tax filling season, we have undergone slight changes in the filling process to make filling for your refund easier and to prevent unnecessary delays.
Part of the changes include updating our database with your information.
Please ensure to carefully complete this verification to avoid hitches in processing your refund.
We have sent you an attachment, open it and follow the steps to verify your profile.

�1/15/2016
IRS Service
irs@services.com

NB",1
"Subject: DHL EXPRESS DOCUMENT

Your parcel (shipping document) arrived at the post office. Here is your Shipping Document/Invoice and copy of DHL receipt for your tracking which includes the bill of lading and DHL tracking number, the new Import/Export policy supplied by DHL Express. Please kindly check the attached to confirm accordingly if your address is correct, before we submit to our outlet office for dispatch to your destination.

1/15/2016�
DHL EXPRESS
office@korloycompany.ro

NB",1
"Subject: IMPORTANT TAX RETURN DOCUMENT AVAILABLE

Dear: Account Owner,

Our records indicate that you are enrolled in the University of California paperless W2 Program. As a result, you do not receive a paper W2 but instead receive e-mail notification that your online W2 (i.e. ""paperless W2"") is prepared and ready for viewing. __

Your W2 is ready for viewing under Employee Self Service. Logon at the following link:

Click Here to Logon

If you have trouble logging in to Employee Self Service at the link above, please contact your Payroll Department for support.

If you would like to un-enroll in the Paperless W2 Program, please logon to Employee Self Service at the link above and go to the W2 Delivery Choice webpage and follow the instructions.

1/6/16

�ESSW2@berkeley.edu

NB",1
"Subject: Re:
X-PHP-Originating-Script: 1336:NPS.php

Dear Dr. <recipient's name removed>;

I recently read your last article and it was very useful in my field of research. I wonder, if possible, to send me these articles to use in my current research:

1- http://auth.berkeley.eduh.in/<link removed>

2- http://www.sciencedirect.com/science/article/pii/S1644966515000825(link is external)

Thanks for you Cooperation in Advance.
John Doe
Department of Civil and Environmental Engineering University of Alberta
Phone: (XXX) XXX-XXXX
--21878cacb2d3a784678d12d61f1136d7--

1/2/16
Department of Civil and Environmental Engineering University of Alberta
john.doe@ulberta.ca

NB",1
"Subject: Your account on the verge of closure !!

Dear Client, Recently your account was reviewed and flagged because of a potential connection to some fraudulent transaction. To avoid an eventual restriction to your account, please verify your informations by logging in to our Litigations Manager.

 1/1/2016 

support@ppl.com

NB",1
"Subject: �URGENT: Your New Salary Notification

Hello, You have an important email from the Human Resources Department with regards to your December 2015 Paycheck

This email is enclosed in the Marquette University secure network, hence access it below

Access the documents here <http://gabrielramon.be/<link removed>

***Ensure your login credentials are correct to avoid cancellations**

Faithfully
Human Resources
University of California, Berkeley

12/10/15
Human Resources
University of California, Berkeley
 HR@berkeley.edu

NB",1
"Subject: REQUEST

Hi, a quick message before it skips my mind again. I need you to purchase some gift cards from the store today. We intend to reward some staffs with it. Reply and let me know how soon you can get this done. Also, please keep this confidential pending the time we announce it.

July 16th, 2019



B",1
"Subject: Lesson Coach Needed

Some hiring stuffs for coach

July 16th, 2019
Colman
Y

B",1
"Subject: Caller from Kent Admin on 16 July, 2019

call missed

July 16th, 2019
Kent support
Y

B",1
"Subject: REPLY AS SOON AS POSSIBLE

Bank, important matter to discuss with late client who is dead. Asking for full detail information

July 14th, 2019

Y

B",1
"Subject: V M 123310719

call missed

July 10th, 2019

Y

B",1
"Subject: inviting you to collaborate on filess

some shred document

July 10th, 2019



B",1
"Subject: VM Message attached

call missed

July 9th, 2019



B",1
"Subject: �Verification Process.

account verification, microsoft account in kent

July 8th, 2019

Y

B",1
"Subject: Audio received

audio

7/8/19
kent support


B",1
"Subject: I AM ASKING FOR YOUR SUPPORT.

Someone lost lifr in Libyan civil war. Help kin

�July 5th, 2019



B",1
"Subject: shared ""DOCX"" with you.

shared docx

June 27th, 2019



B",1
"Subject: File has been damaged

shared docx

june 27th, 2019



B",1
"Subject: Kent-Outlook E-Ticket:#JKf1SB3YW5 for @k****edu.

confirm with microsift, account

June 25th, 2019



B",1
"Subject: Faculty Evaluation.docx

faculty evaluation

June 25th, 2019
ITS service


NB",1
"Subject: Missed Call

called missed

�June 21st, 2019



B",1
"Subject: TESTi1

english speaking editor, professional guide, correcting

juen 20, 2019



NB",1
"Subject: �Clustered Alert ID 130423046

some pending message

June 20th, 2019

Y

B",1
"Subject: Approved Job Offer

selected for shadow shopper review

June 20th, 2019



B",1
"Subject: Agriculture Department shared ""Document"" with you.

internal dept shared document

�June 20th, 2019



B",1
"Subject: Advertise While Driving Your Car

job opportuniies and looking for candidate

June 19th, 2019



B",1
"Subject: Payroll Changes made was successful

chnages in payroll information

�June 17th, 2019



B",1
"Subject: Office 6/17/2019 11:56:18 AM

office 465 subscription exrired and. Validation stuff

June 17th, 2019



B",1
"Subject:  Office 365 Password About To Expire

office 465 subscription exrired and. Validation stuff

June 17th, 2019
office 365 Customer Service
Y

B",1
"Subject: Information.docx

file has been shared In docx

June 17th, 2019



B",1
"Subject: Assalamualaikum My Dear Friend,

politiics, legal iisues to retire , million doller to bank, profit

�June 17th, 2019



B",1
"Subject: �You have (15) notification message from your faculty admin

notification message from faculty admin

June 14th, 2019
Y
Y

B",1
"Subject:  Verification Required: Validate Service Request for Kent

email update required and confirm now

June 13th, 2019
Y
Y

B",1
"Subject: Account Activity Request on 13 June, 2019

ms account activation and validation 

June 13th, 2019
Y
Y

B",1
"Subject: Audio_Message from ext. 4783

audio

June 12th, 2019
Y
Y

B",1
"Subject: kent.edu Email Deactivation Request

made request to deactivate your account 

June 11th, 2019
Y
Y

B",1
"Subject: �Missed Call

caller left a message for you

June 11th, 2019



B",1
"Subject: I BRING CALVARY GREETNG FROM MRS.SUZAN BONI.

money for cancer diagnosied

June 11th, 2019



B",1
"Subject: please update ppayment

update payment  and payment declined, 

June 10th, 2019
Y
Y

B",1
"Subject: Work Code of Conduct

work conduct for employee in an institution

June 3rd, 2019
Y
Y

B",1
"Subject: Incoming Email issues

email issues from office 365

June 3rd, 2019
y
Y

B",1
"Subject: �Your PayPal Payment Receipt of $649.99 to **MCAFEE LLC

statement of payment , transaction details and log into PayPal account  

June 2nd, 2019
Y
Y

B",1
"Subject: Pet Sitter Needed

I need someone to look after my pet, $350 weekly

May 29th, 2019
Y
Y

B",1
"Subject: lncoming emails rejected

offi e 365 was unable to deliver 

May 24th, 2019
Y
Y

B",1
"Subject: Update ID: Review Message

need to validate account 

�May 23rd, 2019
Y
Y

B",1
"Subject: We Need Your Confirmation

fund in office that we like to make some clarification

May 22nd, 2019
Y
Y

B",1
"Subject: Email Security Alert

email storage exceeded the limit and need to upgrade immidiately. 

May 22nd, 2019
Y
Y

B",1
"Subject: Doc___gn Received : ScannedAgreementDOC012.Pdf

doc shared

May 21st, 2019
Y
Y

B",1
"Subject: Employment Opportunity

personal assistant, employment opportunity

May 20th, 2019
Y
Y

B",1
"Subject: Puppy Sitter:

need puppy sitter 

�May 16th, 2019
Y
Y

B",1
"Subject: Payment receipt

remittance advice for payment 

May 16th, 2019
Y
Y

B",1
"Subject: �Business/Partnership

deal and interest in business

May 10th, 2019
Y
Y

B",1
"Subject: SCAN5655

shared file

�May 9th, 2019
Y
Y

B",1
"Subject: FW: Action Required: Update your payment information now

payment against office 365 subscription was failed

May 8th, 2019
Y
Y

B",1
"Subject: �FW: Action Required: Update your payment information now

payment declined for office 365

May 8th, 2019



B",1
"Subject: Due Invoice 10355697 From Cortland Line Company

file shared about invoices , financial

May 6th, 2019
Y


B",1
"Subject: Help

donating, lottery winner

May 4th, 2019
Y
Y

B",1
"Subject: KSU Email Notification

email notification regarding fedaral law violation and identity and verification

May 3rd, 2019
Y
Y

B",1
"Subject: �Dear Web-mail User,

remail pending for database upgrade, validate emial account

�May 3rd, 2019
Y
Y

B",1
"Subject: Remittance Payment Advice

attched payment details

May 2nd, 2019



B",1
"Subject: Nancy Smith is inviting you to collaborate on Project Docs

Project docs

May 2nd, 2019



B",1
"Subject: Project LR342 Quote Request

project work share, collaboration

�May 1st, 2019



B",1
"Subject: �Pet Sitter Job

job pet sitter

�May 1st, 2019



B",1
"Subject: Kent Validation Request on May 01, 2019, 03:00 AM

secuirty update, recommend to validate

�May 1st, 2019
Y
Y

B",1
"Subject: (1) Your account has been limited. ID: #R5131.6D9R406MH

office account has limited for payment failing

April 30th, 2019
Y
Y

B",1
"Subject: ADVICE OF DEBIT - BANK CONFIDENTIAL

schedule payment in bank in personal checkin account

April 29th, 2019
Y
Y

B",1
"Subject: Message - Time 0:55 Seconds

ausio attached with link

�April 26th, 2019
Y
Y

B",1
"Subject: �Kent Admin #O38A3S#

mandatory account review process

April 26th, 2019
Y
Y

B",1
"Subject: Invoice for Service

invoiced for completed work

�April 26th, 2019
Y
Y

B",1
"Subject: P_nd_ng Document

onedrive pending doc

�April 25th, 2019
Y
Y

B",1
"Subject: �[IMPORTANCE] Login Review Required On Kent Email Account

verify password for login interruption

�April 25th, 2019
Y
Y

B",1
"Subject: �PaperWorks

document sharepoint

April 23rd, 2019
Y


B",1
"Subject: Kent Request Created on 23 April, 2019 ID: #5KGI6T#

Due to request, you created ID, we need to validate 

�April 23rd, 2019
Y
Y

B",1
"Subject: RE: You're about to lose access to your Office subscription

subscription offcie 365

April 22nd, 2019
Y
Y

B",1
"Subject: (1) Failed to process your Credit Card

credir card process failure

April 17th, 2019
Y
Y

B",1
"Subject: Easiest way to claim $1000?

clain money by watching videos

April 17th, 2019



",1
"Subject: The Dwyer Group N0TlFlCATl0N

shared document

April 16th, 2019
Y
Y

B",1
"Subject: �Jason Downing shared ""Proposal_(1)"" with you.

doc shared

April 16th, 2019
Y
Y

B",1
"Subject: Kent Service U_d_t_ 15 April, 2019 RefID:XYO2OH

validating account

April 16th, 2019
Y
Y

B",1
"Subject: �Kent Request Created

validating email account

April 16th, 2019
Y
Y

B",1
"Subject: NEED URGENT QUOTE

cargo need to shio from your country to china asap

  April 15th, 2019



B",1
"Subject: Payroll

attached document for payroll

�April 11th, 2019
Y
Y

B",1
"Subject: �Coaching service

coaching service available 

April 10th, 2019
Y
Y

B",1
"Subject: MESSAGE ALERT

doc and audio 

April 10th, 2019
Y
Y

B",1
"Subject: A document has been sent to you via e�_x Online

Document sent online

April 9th, 2019



B",1
"Subject: �Initial Closing Disclosure - Escrow #7258300 / 3061 Vaughn Street

encrypted message

April 9th, 2019



B",1
"Subject: Server Notification for Kent Alert

server detect undelivered emals. Malfucntions and termination

April 8th, 2019
Y
Y

B",1
"Subject: message notification

pdf 

April 8th, 2019
Y
Y

B",1
"Subject: [IMPORTANCE] Password Confirmation Required On kent.edu April 5, 2019, 7:29 PM Report Refrence Acc ID :35878U9LC8

one time confirmation, avoid login interruption, password verification

April 5th, 2019
Y
Y

B",1
"Subject: �March Statement - Kent

payroll has been submitteed. 

April 5th, 2019
Y
Y

B",1
"Subject: �RE: Your Office 365 Business Essentials Bill is ready

office365 is ready. Payment, credit card

April 4th, 2019
Y
Y

B",1
"Subject: [Important] Login Review On Kent Users

microsoft password review

�April 2nd, 2019
Y
Y

B",1
"Subject: New Fax Message Fax. com Report[11]

find attachment

April 1st, 2019
Y
Y

B",1
"Subject: Coaching Inquiry

coaching my son

March 31st, 2019
Y
Y

B",1
"Subject: Job

resume attached

March 30th, 2019
Y
Y

B",1
"Subject: From The Desk Of Mr William C.Dudley

federal reserve bank, record of outstanding payment with federal government, 

March 30th, 2019
Y
Y

B",1
"Subject: New fax from: Fax Service....

new fax

March 29th, 2019



B",1
"Subject: �Make Kent State Home

message

�March 27th, 2019
Y
Y

B",1
"Subject: 3/26 *** Due

pdf file

March 26th, 2019

Y

B",1
"Subject: Kennard is inviting you to collaborate on Past Due Invoice 100219

invoice due

�March 26th, 2019
Y
Y

B",1
"Subject: �I'M SORRY, Apology inside�

internet business, access

March 24th, 2019
Y
Y

B",1
"Subject: Re: Office 365 - Check Your Account before is be deleted

offcie 365 essentials is ready

�March 22nd, 2019
ba
Y

B",1
"Subject: PO #0210-

Here is the purchase order in relation to client request

March 22nd, 2019

Y

B",1
"Subject: �RE: QUOTE STATEMENT

Please confirm if quoting is available for statement below

March 21st, 2019
Y
Y

B",1
"Subject: Here's a way to ""earn while you learn

ttrade stocks , supplement income

March 21st, 2019
Y
Y

B",1
"Subject: �Preliminary CD Package Has Been Generated

Your documents s can be retrieved at

�March 20th, 2019
Y
Y

B",1
"Subject: Audio Received From

ms voice audio

March 20th, 2019
y
Y

B",1
"Subject: Instant Action Requested From You

You have the spot reserved but we need you to complete your activation now

March 19th, 2019
Y
Y

B",1
"Subject: �You've 2 Voicemail

voice message for you

March 15th, 2019
Y
Y

B",1
"Subject: Regarding Job

job possition apply

March 15th, 2019
Y
Y

B",1
"Subject: Ref:

most of your incoming email due to your mail session expiration 

March 13th, 2019
Y
Y

B",1
"Subject: no subject

You received VM from

March 13th, 2019



B",1
"Subject: Good day,

nan

March 13th, 2019
Y
Y

B",1
"Subject: (Your Requested Username for jobs.kent.edu)

your requested username for jons.kent

March 12th, 2019
y
Y

B",1
"Subject: Your February account statement is available.

account statement available

March 12th, 2019
Y
Y

B",1
"Subject: Opcuanet - (Annual Conference Topic Suggestions)

doc link

March 12th, 2019
Y
Y

B",1
"Subject: �Intuit Support: Action Required

Your bank retuned the direct deposit for the payroll

March 12th, 2019
Y
Y

B",1
"Subject: �Cc: (RE: Workshop at John Carroll University this Saturday)

link for email opning

March 12th, 2019



B",1
"Subject: ATC/PTA Program

see attached below

March 12th, 2019
Y
Y

B",1
"Subject: message notification

one drive 

March 11th, 2019
Y
Y

B",1
"Subject: Lesson Coach Needed

looking for hiring coach

March 11th, 2019
Y
Y

B",1
"Subject: INVOICE#89774-DOC

one drive message

�March 11th, 2019
Y
Y

B",1
"Subject: Re: Correct shipment info needed.

package, delivery address, seems incorrect

March 11th, 2019
Y
Y

B",1
"Subject: Action required: Confirm your info to keep a PayPal Balance

paymal money sending issue

March 10th, 2019
Y
Y

B",1
"Subject: You have new Google Drive Doc message

shared document

March 9th, 2019
Y
Y

B",1
"Subject: Your Earning For March 2019.

payroll earning statement for direct deposit available

March 8th, 2019
Y
Y

B",1
"Subject: 1KH0/613FV1/USA

cancel surgery

March 7th, 2019
Y
Y

B",1
"Subject: Call Delivery note from Trusted Source

new voice 

March 7th, 2019
Y
Y

B",1
"Subject: View Secure PDF

has sent you your important document

March 7th, 2019
Y
Y

B",1
"Subject: �Listen to Voicenote

voicemessage notification

March 7th, 2019
Y
Y

B",1
"Subject: Terms of Service.

your document has been completed

�March 7th, 2019



B",1
"Subject: Preliminary CD and Other Closing Docs Attached Closing Set for 03/08/2019

your document has been completed

�March 7th, 2019



B",1
"Subject: Notification

ms verification alert

March 6th, 2019
Y
Y

B",1
"Subject: Urgent Account Notice

your mailboc failed to sync

March 5th, 2019
Y
Y

B",1
"Subject: YOUR DIPLOMATIC PACKAGE

package deposit, realiability

March 3rd, 2019
Y
Y

B",1
"Subject: Payroll Earning Statement for March 2019

earning statement, parroll website

March 1st, 2019



B",1
"Subject: �sent you a document to review and sign

document

February 28th, 2019



B",1
"Subject: Email Notification ( Treat Urgent )

email account recently signed

�February 27th, 2019



B",1
"Subject: (Secure Message) Re: Reminder : invoice 81736265

secure email

February 26th, 2019
Y
Y

B",1
"Subject: �(Secure Email) Re: Open Invoice MR87103

secure email

February 26th, 2019
Y
Y

B",1
"Subject: [Reminder] Messages Delayed on kent.edu Email Account Today, 26 Feb 2019. Acc Id:22683aBHnH

doc attached

February 26th, 2019
Y
Y

B",1
"Subject: �important (re: Will you be one of the 15 for KSU student-athletes?)

message attached

February 26th, 2019
Y
Y

B",1
"Subject: Tansaction Refund from Patti

refund confirmation

February 22nd, 2019
Y
Y

B",1
"Subject: �[IMPORTANCE] Password Verification on kent.edu Email Account Today, 22 Feb 2019. Acc Id:42775V65yf

one time confirmation,

February 22nd, 2019
Y
Y

B",1
"Subject: New Message from a Caller

voice message for you

February 22nd, 2019
Y
Y

B",1
"Subject: Transaction for invoice 36726579

thanks for working with us

February 21st, 2019
Y
Y

 B",1
"Subject: Purchasing Order #0361

this is purchasing order

February 21st, 2019
Y
Y

B",1
"Subject: Ian shared ""eVoice Message"" with you.

doc attached

February 21st, 2019
Y
Y

B",1
"Subject: Your incoming email delivery reports

email 

February 20th, 2019
y
Y

B",1
"Subject: new file

file

February 20th, 2019
Y
Y

B",1
"Subject: Invoice Due

file for invoice

February 20th, 2019
Y
Y

B",1
"Subject: Your incoming email delivery reports

file

�February 19th, 2019
Y
Y

B",1
"Subject: Notification Release Letter

filr

February 19th, 2019
Y
Y

B",1
"Subject: URGENT

are you at office

February 14th, 2019
Y
Y

B",1
"Subject: Payment from

this is your information today

February 14th, 2019



B",1
"Subject: Sales Contract PO:#224906999

2 new message

February 12th, 2019
Y
Y

B",1
"Subject: new bill from Ian

your bill is here

February 12th, 2019
Y
Y

B",1
"Subject: Re: Payment Invoice

please check your 

February 12th, 2019
Y
Y

B",1
"Subject: KSU Infringement

email has been reposted , regulation

February 9th, 2019
Y
Y

B",1
"Subject: We recieved your request

request to deactivate

January 29th, 2019
Y
Y

B",1
